"","gender","race","education","state","age","employment","trump"
"2573","Male","White","Undergraduates or similar degree","MN","Age_30-44","employed",1
"2574","Male","White","Undergraduates or similar degree","MN","Age_30-44","employed",1
"2575","Male","White","Undergraduates or similar degree","MN","Age_30-44","employed",1
"2576","Male","White","Undergraduates or similar degree","MN","Age_30-44","employed",0
"2577","Male","White","Undergraduates or similar degree","MN","Age_30-44","employed",1
"2578","Male","White","Undergraduates or similar degree","MN","Age_30-44","employed",1
"2579","Male","White","Undergraduates or similar degree","MN","Age_30-44","employed",0
"2580","Male","White","Undergraduates or similar degree","MN","Age_30-44","unemployed",0
"2581","Male","White","Undergraduates or similar degree","MN","Age_45-59","employed",1
"2582","Male","White","Undergraduates or similar degree","MN","Age_45-59",NA,1
"2583","Male","White","Undergraduates or similar degree","MN","Age_60-74","employed",1
"2584","Male","White","Undergraduates or similar degree","MN","Age_60-74","employed",0
"2585","Male","White","Undergraduates or similar degree","MN","Age_60-74","employed",1
"2586","Male","White","Undergraduates or similar degree","MN","Age_60-74","unemployed",0
"2587","Male","White","Undergraduates or similar degree","MN","Age_60-74","unemployed",1
"2588","Male","White","Undergraduates or similar degree","MN","Age_60-74","unemployed",1
"2589","Male","White","Undergraduates or similar degree","MN","Age_75+","unemployed",1
"2590","Male","White",NA,"MN","Age_18-29","unemployed",1
"2591","Female","Asian","Graduates or higher degree","MO","Age_30-44","employed",0
"2592","Female","Asian","Graduates or higher degree","MO","Age_30-44","employed",0
"2593","Female","Black","Highschool","MO","Age_45-59","employed",0
"2594","Female","Black","Undergraduates or similar degree","MO","Age_30-44","employed",0
"2595","Female","Black","Undergraduates or similar degree","MO","Age_60-74","employed",0
"2596","Female","Black","Undergraduates or similar degree","MO","Age_60-74","unemployed",0
"2597","Female","Others","Highschool","MO","Age_18-29","unemployed",0
"2598","Female","Others","Undergraduates or similar degree","MO","Age_18-29",NA,0
"2599","Female","Others","Undergraduates or similar degree","MO","Age_45-59","unemployed",0
"2600","Female","White","Graduates or higher degree","MO","Age_30-44","employed",0
"2601","Female","White","Graduates or higher degree","MO","Age_30-44","employed",0
"2602","Female","White","Graduates or higher degree","MO","Age_30-44","unemployed",1
"2603","Female","White","Graduates or higher degree","MO","Age_45-59","unemployed",0
"2604","Female","White","Graduates or higher degree","MO","Age_60-74","employed",0
"2605","Female","White","Graduates or higher degree","MO","Age_60-74","unemployed",0
"2606","Female","White","Graduates or higher degree","MO","Age_60-74","unemployed",0
"2607","Female","White","Highschool","MO","Age_30-44","employed",0
"2608","Female","White","Highschool","MO","Age_30-44","unemployed",0
"2609","Female","White","Highschool","MO","Age_30-44","unemployed",0
"2610","Female","White","Highschool","MO","Age_45-59","unemployed",1
"2611","Female","White","Highschool","MO","Age_45-59","unemployed",1
"2612","Female","White","Highschool","MO","Age_45-59","unemployed",0
"2613","Female","White","Highschool","MO","Age_45-59",NA,1
"2614","Female","White","Highschool","MO","Age_60-74","unemployed",0
"2615","Female","White","Highschool","MO","Age_75+","unemployed",0
"2616","Female","White","Undergraduates or similar degree","MO","Age_18-29","employed",0
"2617","Female","White","Undergraduates or similar degree","MO","Age_30-44","employed",1
"2618","Female","White","Undergraduates or similar degree","MO","Age_30-44","employed",1
"2619","Female","White","Undergraduates or similar degree","MO","Age_30-44","employed",1
"2620","Female","White","Undergraduates or similar degree","MO","Age_30-44","employed",1
"2621","Female","White","Undergraduates or similar degree","MO","Age_30-44","unemployed",1
"2622","Female","White","Undergraduates or similar degree","MO","Age_30-44","unemployed",1
"2623","Female","White","Undergraduates or similar degree","MO","Age_45-59","employed",1
"2624","Female","White","Undergraduates or similar degree","MO","Age_45-59","employed",1
"2625","Female","White","Undergraduates or similar degree","MO","Age_45-59","employed",0
"2626","Female","White","Undergraduates or similar degree","MO","Age_45-59","unemployed",1
"2627","Female","White","Undergraduates or similar degree","MO","Age_45-59","unemployed",0
"2628","Female","White","Undergraduates or similar degree","MO","Age_60-74","employed",1
"2629","Female","White","Undergraduates or similar degree","MO","Age_60-74","employed",0
"2630","Female","White","Undergraduates or similar degree","MO","Age_60-74","unemployed",1
"2631","Female","White","Undergraduates or similar degree","MO","Age_60-74","unemployed",1
"2632","Female","White","Undergraduates or similar degree","MO","Age_60-74","unemployed",0
"2633","Female","White","Undergraduates or similar degree","MO","Age_60-74","unemployed",0
"2634","Female","White","Undergraduates or similar degree","MO","Age_60-74",NA,0
"2635","Female","White","Undergraduates or similar degree","MO","Age_75+","unemployed",1
"2636","Female","White",NA,"MO","Age_18-29","employed",0
"2637","Female","White",NA,"MO","Age_18-29","employed",0
"2638","Female","White",NA,"MO","Age_30-44","unemployed",1
"2639","Female","White",NA,"MO","Age_45-59","employed",1
"2640","Female","White",NA,"MO","Age_45-59","unemployed",1
"2641","Female","White",NA,"MO","Age_45-59","unemployed",0
"2642","Female","White",NA,"MO","Age_45-59","unemployed",1
"2643","Female","White",NA,"MO","Age_60-74","employed",1
"2644","Male","Black","Highschool","MO","Age_30-44","unemployed",0
"2645","Male","Black","Undergraduates or similar degree","MO","Age_18-29","employed",0
"2646","Male","Black","Undergraduates or similar degree","MO","Age_30-44","unemployed",0
"2647","Male","Black","Undergraduates or similar degree","MO","Age_45-59","unemployed",0
"2648","Male","Black",NA,"MO","Age_30-44","unemployed",0
"2649","Male","Others","Undergraduates or similar degree","MO","Age_18-29","employed",0
"2650","Male","White","Graduates or higher degree","MO","Age_45-59","employed",0
"2651","Male","White","Highschool","MO","Age_18-29","employed",1
"2652","Male","White","Highschool","MO","Age_18-29","unemployed",0
"2653","Male","White","Highschool","MO","Age_18-29","unemployed",0
"2654","Male","White","Highschool","MO","Age_30-44","employed",1
"2655","Male","White","Highschool","MO","Age_30-44","unemployed",0
"2656","Male","White","Highschool","MO","Age_45-59","employed",1
"2657","Male","White","Highschool","MO","Age_45-59","employed",1
"2658","Male","White","Highschool","MO","Age_45-59","unemployed",1
"2659","Male","White","Highschool","MO","Age_60-74","employed",1
"2660","Male","White","Highschool","MO","Age_60-74","unemployed",1
"2661","Male","White","Highschool","MO","Age_60-74",NA,1
"2662","Male","White","Undergraduates or similar degree","MO","Age_18-29","employed",0
"2663","Male","White","Undergraduates or similar degree","MO","Age_18-29","employed",1
"2664","Male","White","Undergraduates or similar degree","MO","Age_18-29","employed",0
"2665","Male","White","Undergraduates or similar degree","MO","Age_18-29","employed",1
"2666","Male","White","Undergraduates or similar degree","MO","Age_18-29","employed",1
"2667","Male","White","Undergraduates or similar degree","MO","Age_18-29","unemployed",1
"2668","Male","White","Undergraduates or similar degree","MO","Age_30-44","employed",0
"2669","Male","White","Undergraduates or similar degree","MO","Age_30-44","employed",1
"2670","Male","White","Undergraduates or similar degree","MO","Age_30-44","employed",1
"2671","Male","White","Undergraduates or similar degree","MO","Age_30-44","employed",0
"2672","Male","White","Undergraduates or similar degree","MO","Age_30-44","employed",1
"2673","Male","White","Undergraduates or similar degree","MO","Age_30-44","employed",1
"2674","Male","White","Undergraduates or similar degree","MO","Age_45-59","employed",0
"2675","Male","White","Undergraduates or similar degree","MO","Age_45-59","employed",1
"2676","Male","White","Undergraduates or similar degree","MO","Age_45-59","unemployed",0
"2677","Male","White","Undergraduates or similar degree","MO","Age_45-59","unemployed",1
"2678","Male","White","Undergraduates or similar degree","MO","Age_45-59","unemployed",0
"2679","Male","White","Undergraduates or similar degree","MO","Age_60-74","employed",1
"2680","Male","White","Undergraduates or similar degree","MO","Age_60-74","unemployed",0
"2681","Male","White","Undergraduates or similar degree","MO","Age_60-74","unemployed",1
"2682","Male","White","Undergraduates or similar degree","MO","Age_60-74","unemployed",1
"2683","Male","White","Undergraduates or similar degree","MO","Age_60-74","unemployed",1
"2684","Male","White","Undergraduates or similar degree","MO","Age_60-74","unemployed",1
"2685","Male","White","Undergraduates or similar degree","MO","Age_75+","employed",1
"2686","Male","White",NA,"MO","Age_30-44","employed",1
"2687","Male","White",NA,"MO","Age_30-44","unemployed",1
"2688","Female","Black","Highschool","MS","Age_30-44","unemployed",0
"2689","Female","Black","Highschool","MS","Age_30-44","unemployed",0
"2690","Female","Black","Highschool","MS","Age_60-74","employed",1
"2691","Female","Black","Undergraduates or similar degree","MS","Age_18-29","employed",0
"2692","Female","Black","Undergraduates or similar degree","MS","Age_18-29","employed",1
"2693","Female","Black","Undergraduates or similar degree","MS","Age_18-29","unemployed",0
"2694","Female","Black","Undergraduates or similar degree","MS","Age_30-44","employed",0
"2695","Female","Black","Undergraduates or similar degree","MS","Age_60-74","unemployed",0
"2696","Female","Black",NA,"MS","Age_45-59","unemployed",0
"2697","Female","Black",NA,"MS","Age_60-74","unemployed",1
"2698","Female","Others","Undergraduates or similar degree","MS","Age_18-29","employed",0
"2699","Female","Others","Undergraduates or similar degree","MS","Age_30-44","employed",0
"2700","Female","White","Graduates or higher degree","MS","Age_30-44","employed",1
"2701","Female","White","Highschool","MS","Age_60-74","employed",1
"2702","Female","White","Undergraduates or similar degree","MS","Age_18-29","unemployed",0
"2703","Female","White","Undergraduates or similar degree","MS","Age_18-29","unemployed",0
"2704","Female","White","Undergraduates or similar degree","MS","Age_30-44","employed",1
"2705","Female","White","Undergraduates or similar degree","MS","Age_30-44","employed",1
"2706","Female","White","Undergraduates or similar degree","MS","Age_30-44","unemployed",1
"2707","Female","White","Undergraduates or similar degree","MS","Age_30-44","unemployed",1
"2708","Female","White","Undergraduates or similar degree","MS","Age_45-59","unemployed",1
"2709","Female","White","Undergraduates or similar degree","MS","Age_60-74","employed",1
"2710","Female","White","Undergraduates or similar degree","MS","Age_60-74","unemployed",1
"2711","Female","White","Undergraduates or similar degree","MS","Age_60-74","unemployed",1
"2712","Female","White",NA,"MS","Age_18-29","unemployed",1
"2713","Male","Asian","Undergraduates or similar degree","MS","Age_18-29","employed",0
"2714","Male","Black","Graduates or higher degree","MS","Age_45-59","employed",0
"2715","Male","Black","Undergraduates or similar degree","MS","Age_30-44","employed",0
"2716","Male","Black","Undergraduates or similar degree","MS","Age_30-44","employed",0
"2717","Male","Black",NA,"MS","Age_18-29","unemployed",0
"2718","Male","Black",NA,"MS","Age_30-44","employed",0
"2719","Male","Others",NA,"MS","Age_18-29","employed",0
"2720","Male","Others",NA,"MS","Age_30-44","employed",1
"2721","Male","White","Graduates or higher degree","MS","Age_30-44","employed",0
"2722","Male","White","Highschool","MS","Age_45-59","employed",1
"2723","Male","White","Undergraduates or similar degree","MS","Age_30-44","employed",0
"2724","Male","White","Undergraduates or similar degree","MS","Age_45-59","employed",1
"2725","Female","White","Graduates or higher degree","MT","Age_60-74","unemployed",0
"2726","Female","White","Highschool","MT","Age_60-74","unemployed",1
"2727","Female","White","Undergraduates or similar degree","MT","Age_30-44","employed",1
"2728","Female","White","Undergraduates or similar degree","MT","Age_45-59","employed",1
"2729","Female","White","Undergraduates or similar degree","MT","Age_45-59","unemployed",0
"2730","Female","White","Undergraduates or similar degree","MT","Age_60-74","unemployed",0
"2731","Female","White",NA,"MT","Age_18-29","unemployed",0
"2732","Male","Others","Undergraduates or similar degree","MT","Age_60-74","unemployed",1
"2733","Male","White","Graduates or higher degree","MT","Age_30-44","employed",0
"2734","Male","White","Graduates or higher degree","MT","Age_60-74","unemployed",1
"2735","Male","White","Graduates or higher degree","MT","Age_60-74","unemployed",0
"2736","Male","White","Graduates or higher degree","MT","Age_75+","unemployed",1
"2737","Male","White","Undergraduates or similar degree","MT","Age_18-29","unemployed",1
"2738","Male","White","Undergraduates or similar degree","MT","Age_30-44","employed",0
"2739","Male","White","Undergraduates or similar degree","MT","Age_60-74","employed",1
"2740","Female","Asian","Highschool","NC","Age_18-29","employed",0
"2741","Female","Asian","Undergraduates or similar degree","NC","Age_45-59","unemployed",1
"2742","Female","Asian",NA,"NC","Age_18-29","unemployed",0
"2743","Female","Black","Highschool","NC","Age_45-59","employed",0
"2744","Female","Black","Highschool","NC","Age_60-74","unemployed",0
"2745","Female","Black","Undergraduates or similar degree","NC","Age_18-29","employed",0
"2746","Female","Black","Undergraduates or similar degree","NC","Age_18-29","employed",0
"2747","Female","Black","Undergraduates or similar degree","NC","Age_18-29","employed",0
"2748","Female","Black","Undergraduates or similar degree","NC","Age_18-29","employed",1
"2749","Female","Black","Undergraduates or similar degree","NC","Age_18-29","employed",0
"2750","Female","Black","Undergraduates or similar degree","NC","Age_30-44","employed",0
"2751","Female","Black","Undergraduates or similar degree","NC","Age_30-44","employed",0
"2752","Female","Black","Undergraduates or similar degree","NC","Age_45-59","employed",0
"2753","Female","Black","Undergraduates or similar degree","NC","Age_45-59","employed",0
"2754","Female","Black","Undergraduates or similar degree","NC","Age_45-59","employed",0
"2755","Female","Black","Undergraduates or similar degree","NC","Age_45-59","unemployed",0
"2756","Female","Black","Undergraduates or similar degree","NC","Age_45-59","unemployed",0
"2757","Female","Black","Undergraduates or similar degree","NC","Age_60-74","unemployed",0
"2758","Female","Black","Undergraduates or similar degree","NC","Age_60-74","unemployed",0
"2759","Female","Black","Undergraduates or similar degree","NC","Age_60-74","unemployed",0
"2760","Female","Black",NA,"NC","Age_18-29","employed",0
"2761","Female","Black",NA,"NC","Age_18-29","unemployed",0
"2762","Female","Black",NA,"NC","Age_18-29","unemployed",0
"2763","Female","Black",NA,"NC","Age_30-44","employed",0
"2764","Female","Others","Graduates or higher degree","NC","Age_60-74","unemployed",0
"2765","Female","Others","Highschool","NC","Age_45-59","employed",1
"2766","Female","Others","Undergraduates or similar degree","NC","Age_18-29","employed",0
"2767","Female","Others","Undergraduates or similar degree","NC","Age_30-44","employed",1
"2768","Female","Others","Undergraduates or similar degree","NC","Age_30-44","employed",0
"2769","Female","Others","Undergraduates or similar degree","NC","Age_30-44","employed",0
"2770","Female","Others","Undergraduates or similar degree","NC","Age_30-44","unemployed",0
"2771","Female","Others","Undergraduates or similar degree","NC","Age_45-59","employed",1
"2772","Female","Others","Undergraduates or similar degree","NC","Age_45-59","unemployed",1
"2773","Female","Others",NA,"NC","Age_30-44","employed",0
"2774","Female","White","Graduates or higher degree","NC","Age_18-29","unemployed",0
"2775","Female","White","Graduates or higher degree","NC","Age_30-44","employed",1
"2776","Female","White","Graduates or higher degree","NC","Age_30-44","employed",1
"2777","Female","White","Graduates or higher degree","NC","Age_30-44","employed",1
"2778","Female","White","Graduates or higher degree","NC","Age_30-44","unemployed",0
"2779","Female","White","Graduates or higher degree","NC","Age_45-59","employed",0
"2780","Female","White","Graduates or higher degree","NC","Age_60-74","employed",1
"2781","Female","White","Graduates or higher degree","NC","Age_60-74","unemployed",1
"2782","Female","White","Highschool","NC","Age_18-29","employed",0
"2783","Female","White","Highschool","NC","Age_18-29","unemployed",1
"2784","Female","White","Highschool","NC","Age_30-44","unemployed",1
"2785","Female","White","Highschool","NC","Age_30-44","unemployed",1
"2786","Female","White","Highschool","NC","Age_45-59","employed",0
"2787","Female","White","Highschool","NC","Age_45-59","employed",0
"2788","Female","White","Highschool","NC","Age_45-59","unemployed",0
"2789","Female","White","Highschool","NC","Age_45-59","unemployed",1
"2790","Female","White","Highschool","NC","Age_45-59","unemployed",0
"2791","Female","White","Highschool","NC","Age_60-74","unemployed",1
"2792","Female","White","Highschool","NC","Age_60-74","unemployed",0
"2793","Female","White","Undergraduates or similar degree","NC","Age_18-29","employed",0
"2794","Female","White","Undergraduates or similar degree","NC","Age_18-29","employed",0
"2795","Female","White","Undergraduates or similar degree","NC","Age_18-29","employed",1
"2796","Female","White","Undergraduates or similar degree","NC","Age_18-29","employed",0
"2797","Female","White","Undergraduates or similar degree","NC","Age_18-29","employed",0
"2798","Female","White","Undergraduates or similar degree","NC","Age_18-29","employed",1
"2799","Female","White","Undergraduates or similar degree","NC","Age_18-29","employed",1
"2800","Female","White","Undergraduates or similar degree","NC","Age_18-29","unemployed",0
"2801","Female","White","Undergraduates or similar degree","NC","Age_18-29","unemployed",1
"2802","Female","White","Undergraduates or similar degree","NC","Age_30-44","employed",0
"2803","Female","White","Undergraduates or similar degree","NC","Age_30-44","employed",0
"2804","Female","White","Undergraduates or similar degree","NC","Age_30-44","employed",1
"2805","Female","White","Undergraduates or similar degree","NC","Age_30-44","employed",0
"2806","Female","White","Undergraduates or similar degree","NC","Age_30-44","employed",1
"2807","Female","White","Undergraduates or similar degree","NC","Age_30-44","employed",1
"2808","Female","White","Undergraduates or similar degree","NC","Age_30-44","employed",1
"2809","Female","White","Undergraduates or similar degree","NC","Age_30-44","unemployed",1
"2810","Female","White","Undergraduates or similar degree","NC","Age_30-44","unemployed",1
"2811","Female","White","Undergraduates or similar degree","NC","Age_30-44","unemployed",0
"2812","Female","White","Undergraduates or similar degree","NC","Age_30-44","unemployed",1
"2813","Female","White","Undergraduates or similar degree","NC","Age_30-44","unemployed",1
"2814","Female","White","Undergraduates or similar degree","NC","Age_30-44",NA,1
"2815","Female","White","Undergraduates or similar degree","NC","Age_45-59","employed",1
"2816","Female","White","Undergraduates or similar degree","NC","Age_45-59","employed",0
"2817","Female","White","Undergraduates or similar degree","NC","Age_45-59","employed",0
"2818","Female","White","Undergraduates or similar degree","NC","Age_45-59","employed",0
"2819","Female","White","Undergraduates or similar degree","NC","Age_45-59","employed",1
"2820","Female","White","Undergraduates or similar degree","NC","Age_45-59","unemployed",1
"2821","Female","White","Undergraduates or similar degree","NC","Age_45-59","unemployed",0
"2822","Female","White","Undergraduates or similar degree","NC","Age_45-59","unemployed",1
"2823","Female","White","Undergraduates or similar degree","NC","Age_45-59","unemployed",1
"2824","Female","White","Undergraduates or similar degree","NC","Age_45-59",NA,1
"2825","Female","White","Undergraduates or similar degree","NC","Age_60-74","employed",1
"2826","Female","White","Undergraduates or similar degree","NC","Age_60-74","employed",0
"2827","Female","White","Undergraduates or similar degree","NC","Age_60-74","employed",0
"2828","Female","White","Undergraduates or similar degree","NC","Age_60-74","unemployed",0
"2829","Female","White","Undergraduates or similar degree","NC","Age_60-74","unemployed",1
"2830","Female","White","Undergraduates or similar degree","NC","Age_60-74","unemployed",1
"2831","Female","White","Undergraduates or similar degree","NC","Age_60-74","unemployed",0
"2832","Female","White","Undergraduates or similar degree","NC","Age_60-74","unemployed",0
"2833","Female","White","Undergraduates or similar degree","NC","Age_60-74","unemployed",0
"2834","Female","White","Undergraduates or similar degree","NC","Age_60-74","unemployed",0
"2835","Female","White","Undergraduates or similar degree","NC","Age_60-74","unemployed",1
"2836","Female","White","Undergraduates or similar degree","NC","Age_60-74","unemployed",1
"2837","Female","White","Undergraduates or similar degree","NC","Age_60-74","unemployed",0
"2838","Female","White","Undergraduates or similar degree","NC","Age_60-74","unemployed",1
"2839","Female","White","Undergraduates or similar degree","NC","Age_60-74","unemployed",0
"2840","Female","White","Undergraduates or similar degree","NC","Age_60-74","unemployed",0
"2841","Female","White","Undergraduates or similar degree","NC","Age_60-74","unemployed",0
"2842","Female","White","Undergraduates or similar degree","NC","Age_75+","unemployed",1
"2843","Female","White","Undergraduates or similar degree","NC","Age_75+","unemployed",1
"2844","Female","White",NA,"NC","Age_18-29","employed",1
"2845","Female","White",NA,"NC","Age_18-29","employed",0
"2846","Female","White",NA,"NC","Age_18-29","employed",0
"2847","Female","White",NA,"NC","Age_18-29","employed",1
"2848","Female","White",NA,"NC","Age_18-29","unemployed",1
"2849","Female","White",NA,"NC","Age_18-29","unemployed",0
"2850","Female","White",NA,"NC","Age_18-29","unemployed",1
"2851","Female","White",NA,"NC","Age_30-44","unemployed",1
"2852","Female","White",NA,"NC","Age_30-44","unemployed",1
"2853","Female","White",NA,"NC","Age_30-44","unemployed",0
"2854","Female","White",NA,"NC","Age_60-74","unemployed",1
"2855","Female","White",NA,"NC","Age_60-74","unemployed",1
"2856","Female",NA,"Undergraduates or similar degree","NC","Age_18-29","employed",0
"2857","Female",NA,NA,"NC","Age_45-59","employed",0
"2858","Male","Black","Highschool","NC","Age_30-44","employed",0
"2859","Male","Black","Undergraduates or similar degree","NC","Age_18-29","employed",1
"2860","Male","Black","Undergraduates or similar degree","NC","Age_18-29","employed",1
"2861","Male","Black","Undergraduates or similar degree","NC","Age_45-59","employed",1
"2862","Male","Black","Undergraduates or similar degree","NC","Age_60-74","unemployed",0
"2863","Male","Black","Undergraduates or similar degree","NC","Age_60-74","unemployed",0
"2864","Male","Black","Undergraduates or similar degree","NC","Age_60-74","unemployed",0
"2865","Male","Black",NA,"NC","Age_18-29","unemployed",0
"2866","Male","Black",NA,"NC","Age_18-29","unemployed",0
"2867","Male","Others","Undergraduates or similar degree","NC","Age_30-44","employed",1
"2868","Male","Others","Undergraduates or similar degree","NC","Age_30-44","employed",0
"2869","Male","Others","Undergraduates or similar degree","NC","Age_30-44","unemployed",0
"2870","Male","White","Graduates or higher degree","NC","Age_30-44","employed",1
"2871","Male","White","Graduates or higher degree","NC","Age_30-44","employed",0
"2872","Male","White","Graduates or higher degree","NC","Age_30-44","employed",1
"2873","Male","White","Graduates or higher degree","NC","Age_30-44","unemployed",0
"2874","Male","White","Graduates or higher degree","NC","Age_45-59","employed",1
"2875","Male","White","Graduates or higher degree","NC","Age_45-59","employed",1
"2876","Male","White","Graduates or higher degree","NC","Age_60-74","unemployed",0
"2877","Male","White","Graduates or higher degree","NC","Age_60-74","unemployed",0
"2878","Male","White","Graduates or higher degree","NC","Age_75+","employed",0
"2879","Male","White","Highschool","NC","Age_30-44","employed",1
"2880","Male","White","Highschool","NC","Age_30-44","unemployed",1
"2881","Male","White","Highschool","NC","Age_30-44","unemployed",0
"2882","Male","White","Highschool","NC","Age_45-59","employed",1
"2883","Male","White","Highschool","NC","Age_45-59","employed",1
"2884","Male","White","Highschool","NC","Age_45-59","unemployed",1
"2885","Male","White","Highschool","NC","Age_45-59","unemployed",1
"2886","Male","White","Highschool","NC","Age_60-74","unemployed",0
"2887","Male","White","Highschool","NC","Age_60-74","unemployed",1
"2888","Male","White","Highschool","NC","Age_75+","unemployed",1
"2889","Male","White","Undergraduates or similar degree","NC","Age_18-29","employed",0
"2890","Male","White","Undergraduates or similar degree","NC","Age_18-29","employed",1
"2891","Male","White","Undergraduates or similar degree","NC","Age_30-44","employed",0
"2892","Male","White","Undergraduates or similar degree","NC","Age_30-44","employed",0
"2893","Male","White","Undergraduates or similar degree","NC","Age_30-44","employed",0
"2894","Male","White","Undergraduates or similar degree","NC","Age_30-44","employed",0
"2895","Male","White","Undergraduates or similar degree","NC","Age_30-44","employed",0
"2896","Male","White","Undergraduates or similar degree","NC","Age_30-44","employed",0
"2897","Male","White","Undergraduates or similar degree","NC","Age_30-44","unemployed",1
"2898","Male","White","Undergraduates or similar degree","NC","Age_45-59","employed",1
"2899","Male","White","Undergraduates or similar degree","NC","Age_45-59","employed",0
"2900","Male","White","Undergraduates or similar degree","NC","Age_45-59","employed",1
"2901","Male","White","Undergraduates or similar degree","NC","Age_45-59","employed",1
"2902","Male","White","Undergraduates or similar degree","NC","Age_45-59","employed",1
"2903","Male","White","Undergraduates or similar degree","NC","Age_45-59","unemployed",0
"2904","Male","White","Undergraduates or similar degree","NC","Age_45-59","unemployed",1
"2905","Male","White","Undergraduates or similar degree","NC","Age_60-74","employed",0
"2906","Male","White","Undergraduates or similar degree","NC","Age_60-74","employed",0
"2907","Male","White","Undergraduates or similar degree","NC","Age_60-74","employed",1
"2908","Male","White","Undergraduates or similar degree","NC","Age_60-74","unemployed",1
"2909","Male","White","Undergraduates or similar degree","NC","Age_60-74","unemployed",1
"2910","Male","White","Undergraduates or similar degree","NC","Age_60-74","unemployed",0
"2911","Male","White","Undergraduates or similar degree","NC","Age_60-74","unemployed",0
"2912","Male","White","Undergraduates or similar degree","NC","Age_60-74","unemployed",1
"2913","Male","White","Undergraduates or similar degree","NC","Age_60-74","unemployed",0
"2914","Male","White","Undergraduates or similar degree","NC","Age_60-74","unemployed",1
"2915","Male","White","Undergraduates or similar degree","NC","Age_60-74",NA,0
"2916","Male","White","Undergraduates or similar degree","NC","Age_75+","unemployed",1
"2917","Male","White",NA,"NC","Age_30-44","employed",1
"2918","Male","White",NA,"NC","Age_30-44","unemployed",1
"2919","Male","White",NA,"NC","Age_45-59","unemployed",1
"2920","Male","White",NA,"NC","Age_60-74",NA,0
"2921","Female","Others","Undergraduates or similar degree","ND","Age_45-59","unemployed",0
"2922","Female","White","Undergraduates or similar degree","ND","Age_60-74","unemployed",1
"2923","Male","White","Graduates or higher degree","ND","Age_30-44","employed",1
"2924","Male","White","Undergraduates or similar degree","ND","Age_60-74","unemployed",1
"2925","Female","White","Undergraduates or similar degree","NE","Age_18-29","employed",0
"2926","Female","White","Undergraduates or similar degree","NE","Age_30-44","employed",1
"2927","Female","White","Undergraduates or similar degree","NE","Age_30-44","unemployed",1
"2928","Female","White","Undergraduates or similar degree","NE","Age_45-59","employed",1
"2929","Female","White","Undergraduates or similar degree","NE","Age_45-59","employed",1
"2930","Female","White","Undergraduates or similar degree","NE","Age_45-59","employed",0
"2931","Female","White","Undergraduates or similar degree","NE","Age_45-59","employed",0
"2932","Female","White","Undergraduates or similar degree","NE","Age_45-59","employed",0
"2933","Female","White","Undergraduates or similar degree","NE","Age_60-74","employed",0
"2934","Female","White","Undergraduates or similar degree","NE","Age_60-74","employed",1
"2935","Male","Black","Undergraduates or similar degree","NE","Age_30-44","employed",1
"2936","Male","White","Graduates or higher degree","NE","Age_60-74","unemployed",1
"2937","Male","White","Undergraduates or similar degree","NE","Age_30-44","employed",0
"2938","Male","White","Undergraduates or similar degree","NE","Age_45-59","employed",0
"2939","Male","White","Undergraduates or similar degree","NE","Age_45-59","employed",1
"2940","Male","White","Undergraduates or similar degree","NE","Age_45-59","unemployed",0
"2941","Male","White","Undergraduates or similar degree","NE","Age_60-74","unemployed",1
"2942","Female","Asian","Highschool","NH","Age_30-44","employed",0
"2943","Female","White","Highschool","NH","Age_45-59","unemployed",1
"2944","Female","White","Undergraduates or similar degree","NH","Age_18-29","employed",0
"2945","Female","White","Undergraduates or similar degree","NH","Age_30-44","employed",0
"2946","Female","White","Undergraduates or similar degree","NH","Age_60-74","unemployed",1
"2947","Male","White","Graduates or higher degree","NH","Age_30-44","employed",1
"2948","Male","White","Graduates or higher degree","NH","Age_45-59","employed",0
"2949","Male","White","Highschool","NH","Age_30-44","unemployed",1
"2950","Male","White","Highschool","NH","Age_45-59","unemployed",0
"2951","Male","White","Highschool","NH","Age_60-74","unemployed",1
"2952","Male","White","Undergraduates or similar degree","NH","Age_30-44","employed",0
"2953","Male","White","Undergraduates or similar degree","NH","Age_30-44","employed",0
"2954","Male","White","Undergraduates or similar degree","NH","Age_45-59","employed",1
"2955","Male","White","Undergraduates or similar degree","NH","Age_60-74","unemployed",0
"2956","Male","White","Undergraduates or similar degree","NH","Age_75+","employed",1
"2957","Male","White","Undergraduates or similar degree","NH","Age_75+","employed",1
"2958","Female","Asian","Graduates or higher degree","NJ","Age_30-44","employed",0
"2959","Female","Asian","Graduates or higher degree","NJ","Age_45-59","employed",0
"2960","Female","Asian","Undergraduates or similar degree","NJ","Age_18-29","employed",1
"2961","Female","Asian","Undergraduates or similar degree","NJ","Age_18-29","unemployed",0
"2962","Female","Asian","Undergraduates or similar degree","NJ","Age_30-44","unemployed",0
"2963","Female","Asian","Undergraduates or similar degree","NJ","Age_45-59","unemployed",0
"2964","Female","Asian","Undergraduates or similar degree","NJ","Age_60-74","unemployed",1
"2965","Female","Asian",NA,"NJ","Age_18-29","employed",0
"2966","Female","Black","Graduates or higher degree","NJ","Age_18-29","employed",0
"2967","Female","Black","Graduates or higher degree","NJ","Age_30-44","employed",0
"2968","Female","Black","Graduates or higher degree","NJ","Age_45-59","employed",0
"2969","Female","Black","Highschool","NJ","Age_30-44","employed",1
"2970","Female","Black","Highschool","NJ","Age_30-44","unemployed",0
"2971","Female","Black","Highschool","NJ","Age_45-59","employed",0
